17-137	0.1
32-93	0.1
107-124	0.23
2-94	0.12
122-145	0.21
53-104	0.05
3-115	0.1
25-144	0.07
15-66	0.13
16-82	0.17
54-66	0.23
70-99	0.07
45-112	0.35
27-40	0.19
32-140	0.45
9-114	0.12
47-85	0.34
3-157	0.23
118-159	0.11
15-60	0.19
134-159	0.24
9-149	0.13
95-122	0.18
66-83	0.12
86-134	0.26
16-157	0.43
97-117	0.05
54-86	0.1
3-124	0.06
14-25	0.05
6-29	0.21
21-86	0.49
66-84	0.15
98-112	0.05
63-155	0.12
60-97	0.48
32-46	0.25
16-148	0.14
31-120	0.36
39-132	0.15
16-61	0.25
86-120	0.17
38-134	0.37
23-118	0.1
22-99	0.27
37-58	1.45
119-145	0.49
84-140	0.35
104-113	0.18
39-123	0.37
33-54	0.33
34-54	0.37
132-148	0.18
54-138	0.16
53-107	0.19
10-51	0.12
45-104	0.04
33-46	0.26
38-107	0.92
29-31	0.41
17-78	0.31
17-39	0.2
39-76	0.33
9-154	0.05
69-134	0.05
36-79	0.05
114-123	0.08
16-49	0.34
91-97	0.25
79-155	0.19
23-36	0.32
78-132	0.19
125-142	2.28
83-124	0.21
46-79	0.63
38-155	0.15
36-108	0.2
67-134	0.2
32-95	0.39
81-149	0.44
41-84	0.18
44-79	0.18
5-31	0.12
28-155	0.12
31-108	0.35
17-91	0.26
10-46	0.15
4-95	0.1
15-124	0.11
31-41	0.63
31-67	0.36
15-105	0.11
30-31	0.33
4-31	0.11
70-113	0.12
28-112	0.08
34-63	0.36
10-27	0.17
22-112	0.11
123-157	0.06
63-119	0.49
118-122	0.46
21-36	0.43
17-124	0.14
63-98	0.28
9-91	0.26
23-43	0.38
32-43	0.35
117-155	0.36
3-80	0.21
122-134	0.24
27-63	0.23
53-95	0.24
40-95	0.15
76-154	0.21
34-98	0.21
3-42	0.19
30-43	0.77
98-117	0.33
15-96	0.15
43-79	0.35
43-69	0.24
123-153	0.1
54-122	0.1
32-119	0.1
93-145	0.07
16-39	0.09
32-118	0.44
20-36	0.28
14-76	0.14
35-86	0.14
112-122	0.11
26-83	0.32
63-118	0.21
25-109	0.04
27-155	0.06
98-119	0.25
55-118	0.33
5-119	0.42
132-154	0.49
57-125	0.89
98-113	0.2
21-98	0.22
43-134	0.24
32-117	0.25
2-128	0.18
30-159	0.24
51-140	0.42
34-51	0.64
93-137	0.15
23-29	0.21
43-95	0.16
17-121	0.07
97-145	0.15
67-98	0.13
55-69	0.11
31-38	0.22
41-70	0.27
78-97	0.08
93-138	0.07
32-40	0.45
41-155	0.2
44-86	0.14
64-83	0.12
85-105	0.16
47-112	0.32
23-27	0.08
2-50	0.03
39-83	0.08
13-62	0.01
31-35	0.08
5-85	0.19
23-44	0.28
4-63	0.16
37-75	0.88
10-38	0.12
107-114	0.09
7-81	0.08
17-126	0.06
6-47	0.08
120-139	0.17
42-123	0.06
91-132	0.15
21-32	0.38
33-79	0.22
17-41	0.08
54-95	0.11
15-120	0.07
79-93	0.29
16-40	0.05
27-35	0.18
49-54	0.21
43-120	0.32
10-117	0.08
14-81	0.18
30-138	0.24
29-138	0.17
78-83	0.36
47-119	0.08
81-146	0.06
97-115	0.42
28-119	0.18
10-134	0.09
30-112	0.08
63-120	0.63
6-23	0.08
70-137	0.09
86-122	0.24
35-117	0.09
45-134	0.08
16-133	0.06
51-117	0.08
5-122	0.12
117-138	0.08
119-137	0.19
66-132	0.15
14-17	0.16
85-98	0.11
81-96	0.08
3-56	0.59
30-54	0.73
5-76	0.05
23-54	0.12
9-55	0.07
30-84	0.06
31-139	0.19
43-98	0.18
108-155	0.14
6-98	0.16
28-139	0.27
112-113	0.71
16-146	0.14
27-30	0.19
118-138	0.24
69-146	0.13
28-32	0.28
41-112	0.3
25-101	0.09
25-56	0.04
83-105	0.17
35-134	0.12
4-98	0.16
27-138	0.17
28-145	0.18
85-124	0.41
35-98	0.23
33-86	0.12
140-155	0.12
70-148	0.2
36-67	0.38
37-87	0.8
21-159	0.16
46-145	0.2
76-158	0.2
86-117	0.18
29-44	0.28
20-51	0.68
113-138	0.81
96-123	0.11
54-146	0.16
41-98	0.23
43-113	0.65
116-123	0.1
3-101	0.13
43-159	0.45
47-99	0.17
55-122	0.11
33-117	0.1
97-152	0.09
34-120	0.17
54-96	0.17
10-140	0.2
10-34	0.16
17-82	0.27
66-85	0.17
28-122	0.26
36-159	0.15
15-64	0.12
55-119	0.42
53-112	0.2
138-155	0.26
32-47	0.15
21-33	0.13
139-155	0.11
23-35	0.21
22-140	0.47
92-129	0.64
132-152	0.14
122-139	0.81
4-46	0.2
46-47	0.46
97-114	0.14
5-27	0.26
4-139	0.22
16-152	0.29
26-119	0.17
17-109	0.18
7-25	0.02
10-29	0.05
46-93	0.18
125-147	0.62
22-79	0.07
98-134	0.08
79-122	0.09
38-93	0.06
76-149	0.07
29-134	0.33
30-36	0.26
3-144	0.43
76-91	0.11
38-119	0.1
6-119	0.16
40-112	0.2
99-118	0.15
47-95	0.14
35-36	0.19
79-138	0.11
10-20	0.11
46-134	0.14
13-106	0.01
79-120	0.16
21-30	0.4
36-44	0.18
23-46	0.29
83-149	0.2
22-46	0.25
10-67	0.11
41-79	0.17
22-40	0.85
40-122	0.26
4-34	0.1
15-152	0.09
85-91	0.1
30-117	0.1
66-93	0.09
47-138	0.09
97-154	0.07
7-76	0.1
33-34	0.14
78-112	0.12
45-95	0.43
44-51	0.29
20-113	0.33
10-78	0.21
6-117	0.24
54-115	0.18
26-27	0.52
38-44	0.26
15-109	0.27
47-108	0.25
76-82	0.18
3-102	0.19
51-155	0.4
27-97	0.07
64-84	0.22
78-85	0.18
4-27	0.16
13-89	0.03
21-122	0.29
47-122	0.26
13-71	0.03
40-54	1.24
15-137	0.27
4-119	0.12
16-114	0.07
79-113	0.18
41-93	0.22
138-159	0.18
21-95	0.07
67-79	0.09
15-148	0.17
54-134	0.12
69-137	0.07
41-69	0.08
86-159	0.2
17-108	0.04
33-119	0.26
27-86	0.35
66-107	0.34
118-140	0.25
28-29	0.34
36-41	0.18
29-33	0.16
104-120	0.15
9-45	0.29
54-140	0.38
4-70	0.23
83-157	0.15
9-64	0.15
54-78	0.18
66-104	0.14
38-122	0.52
83-121	0.42
30-99	0.32
5-134	0.16
10-63	0.13
31-78	0.07
28-159	0.07
14-97	0.16
60-119	0.18
63-138	0.32
54-105	0.21
31-137	0.17
85-137	0.21
33-112	0.13
43-104	0.16
43-51	0.14
4-97	0.05
31-53	0.51
13-90	0.02
38-117	0.09
39-112	0.22
117-145	0.15
53-98	0.17
84-157	0.15
40-41	1.05
105-155	0.38
66-86	0.29
64-118	0.29
5-55	0.2
20-38	0.19
19-129	1.07
25-48	0.23
46-108	0.37
35-53	0.44
10-146	0.17
21-148	0.28
104-153	0.23
83-126	0.37
120-134	0.17
46-155	0.17
27-98	0.12
27-134	0.17
28-138	0.23
29-159	0.07
32-99	0.07
21-38	0.08
123-133	0.07
6-86	0.14
63-139	0.18
132-158	0.15
69-114	0.14
22-44	0.42
15-154	0.13
2-103	0.1
21-41	0.85
46-113	0.23
22-67	0.31
76-102	0.08
6-33	0.08
35-99	0.1
49-119	0.11
35-113	0.09
53-134	0.26
4-99	0.13
21-113	0.39
33-51	0.13
46-119	0.2
139-159	0.07
63-159	0.17
40-86	0.28
10-45	0.15
13-72	0.07
46-139	0.22
21-55	0.25
28-104	0.1
9-157	0.09
36-93	0.25
122-159	0.07
4-33	0.12
41-119	0.24
93-124	0.07
10-26	0.05
81-141	0.09
140-159	0.17
44-120	0.14
9-116	0.06
8-37	1.17
54-82	0.07
43-117	0.24
40-118	0.25
81-154	0.19
25-135	0.14
21-138	0.26
85-146	0.24
20-23	0.99
6-28	0.52
35-145	0.35
27-53	0.26
7-123	0.47
17-116	0.09
134-140	0.31
36-155	0.19
6-134	0.2
51-79	0.71
22-122	0.36
104-124	0.27
27-113	0.26
107-146	0.22
20-27	0.17
104-146	0.45
98-138	0.38
14-16	0.14
3-126	0.16
84-105	0.13
108-118	0.09
28-35	0.15
46-63	1.29
38-118	0.24
36-138	0.19
115-132	0.39
97-149	0.09
39-54	0.24
76-114	0.19
25-100	0.11
81-114	0.17
3-116	0.16
53-119	0.22
85-157	0.18
45-93	0.18
29-35	0.21
38-98	0.23
69-158	0.07
125-160	0.55
54-108	0.12
51-119	0.18
35-112	0.29
112-138	0.41
26-104	0.22
97-113	0.08
6-122	0.29
46-51	0.28
30-113	0.39
107-115	0.21
32-41	0.72
104-115	0.22
44-145	0.16
33-38	0.2
26-118	0.08
35-159	0.07
21-53	0.16
113-120	0.24
32-108	0.07
22-108	0.07
60-134	0.18
83-144	0.07
6-159	0.12
69-133	0.07
61-118	0.07
83-146	0.17
95-120	0.2
27-120	0.28
99-134	0.21
84-124	0.19
21-46	0.2
44-95	0.36
23-113	0.36
32-139	0.38
86-138	0.21
23-99	0.16
85-96	0.17
95-108	0.13
51-145	0.16
85-114	0.08
107-144	0.06
5-30	0.08
128-136	0.33
78-79	0.16
39-79	0.08
44-159	0.19
16-116	0.08
83-133	0.07
84-154	0.07
76-80	0.46
32-67	0.39
89-136	0.5
9-137	0.06
4-38	0.23
20-43	0.46
33-139	0.36
35-140	0.44
32-53	1.17
51-55	0.14
46-55	0.14
29-45	0.1
32-45	0.13
2-106	0.04
17-56	0.18
36-61	0.08
85-154	0.07
27-39	0.11
69-153	0.07
78-134	0.18
5-35	0.07
26-98	0.12
15-126	0.09
45-145	0.13
7-83	0.08
53-120	0.19
40-55	0.12
70-114	0.08
23-148	0.06
45-47	0.09
83-109	0.2
64-112	0.08
52-107	0.18
20-98	0.47
38-86	0.52
52-69	0.45
34-145	0.38
4-138	0.16
55-155	0.19
39-93	0.15
69-154	0.12
36-45	0.24
29-55	0.29
4-117	0.33
60-79	1.89
54-121	0.59
69-102	0.55
97-116	0.5
1-17	0.71
26-30	0.57
30-39	0.97
26-120	0.6
4-6	0.35
5-98	0.07
51-99	0.25
9-133	0.06
14-104	0.06
6-46	0.07
78-119	0.08
35-120	0.13
116-132	0.06
76-109	0.07
40-46	0.1
31-96	0.1
81-109	0.08
26-36	0.08
33-40	0.2
9-102	0.06
34-44	0.11
34-117	0.09
45-98	0.16
51-67	0.19
21-45	0.16
3-50	0.04
41-139	0.14
32-60	0.13
39-95	0.2
5-33	0.07
55-138	0.09
101-123	0.07
67-120	0.14
5-47	0.07
119-146	0.07
84-144	0.11
13-68	0.01
15-42	0.08
38-108	0.07
27-137	0.08
108-117	0.06
34-108	0.06
44-67	0.26
29-39	0.14
21-78	0.09
66-155	0.05
21-66	0.14
40-53	0.2
23-137	0.07
54-158	0.07
9-56	0.06
98-124	0.08
2-71	0.04
86-137	0.23
26-51	0.08
145-148	0.08
6-45	0.06
85-141	0.08
6-60	0.06
33-148	0.07
39-51	0.17
43-61	0.09
15-100	0.08
19-143	0.31
43-137	0.07
54-102	0.08
26-38	0.21
35-39	0.14
4-113	0.15
6-145	0.18
46-120	0.25
28-67	0.22
41-63	0.15
25-94	0.04
38-46	0.09
27-45	0.08
54-64	0.07
2-77	0.03
29-108	0.07
84-115	0.14
70-149	0.57
4-55	0.21
10-61	0.19
23-60	0.39
21-60	0.41
4-53	0.23
105-112	0.16
70-115	0.22
66-134	0.25
26-32	0.27
83-116	0.3
4-60	0.19
79-146	0.27
33-60	0.75
43-49	0.31
50-81	0.22
26-113	0.24
47-66	0.31
38-47	0.25
21-108	0.16
38-138	0.07
29-38	0.1
20-28	0.1
31-66	0.4
83-115	0.21
43-140	0.75
132-133	0.22
70-157	0.27
35-47	0.33
41-122	0.29
55-86	0.14
33-120	0.18
6-51	0.13
23-108	0.07
30-41	0.26
66-119	0.08
28-108	0.06
20-35	0.09
34-159	0.11
45-85	0.16
43-118	0.22
39-107	0.46
70-108	0.22
40-93	0.16
23-155	0.18
34-118	0.64
46-95	0.19
60-70	0.3
44-118	0.27
145-155	0.14
83-96	0.17
43-155	0.15
105-107	0.12
52-76	0.1
4-21	0.11
46-98	0.22
21-47	0.17
9-14	0.32
22-33	0.15
21-35	0.21
98-159	0.24
130-136	0.51
2-150	0.07
64-107	0.24
30-51	0.23
6-21	0.07
22-159	0.07
43-47	0.12
44-98	0.22
21-40	0.94
17-102	0.42
23-67	0.43
29-67	0.2
35-138	0.12
70-96	0.16
51-159	0.07
35-139	0.09
138-140	0.07
76-116	0.08
81-153	0.07
20-33	0.12
4-40	0.18
54-91	0.09
5-32	0.06
6-140	0.08
5-118	0.17
104-119	0.03
112-145	0.23
8-125	0.52
31-40	0.11
26-107	0.11
45-84	0.21
22-27	0.23
99-159	0.08
85-121	0.13
20-139	0.15
60-120	1.92
38-95	0.17
55-93	0.15
33-85	0.26
97-137	0.12
4-23	0.15
51-108	0.07
38-112	0.11
17-105	0.09
2-56	0.36
81-124	0.08
15-49	0.11
5-84	0.14
31-99	0.08
15-61	0.18
66-69	0.16
30-119	0.09
76-146	0.06
123-149	0.07
4-112	0.06
32-120	0.58
21-117	0.47
20-63	0.4
78-93	0.18
43-138	0.17
5-155	0.12
47-139	0.22
4-120	0.22
83-152	0.07
31-105	0.08
14-84	0.08
99-120	0.07
33-44	0.07
84-148	0.2
27-46	0.29
21-63	0.29
33-155	0.28
22-145	0.23
96-107	0.19
21-23	0.22
22-23	0.26
69-105	0.27
44-119	0.18
2-110	0.1
96-97	0.24
61-84	0.16
25-78	0.03
16-98	0.06
16-21	0.08
17-47	0.16
3-5	0.2
4-41	0.06
25-73	0.04
38-120	0.1
9-105	0.19
10-43	0.25
119-138	0.31
54-60	0.35
30-134	0.18
21-22	0.24
39-85	0.15
66-118	0.14
20-79	0.19
29-43	0.28
4-118	0.18
22-134	0.3
4-29	0.2
54-61	0.15
17-66	0.09
27-118	0.22
13-151	0.04
61-132	0.06
81-121	0.17
16-64	0.17
10-40	0.16
27-70	0.2
30-85	0.1
107-120	0.24
31-148	0.08
20-123	0.48
15-30	0.23
111-136	0.55
29-107	0.14
53-63	0.12
30-108	0.07
3-135	0.08
49-84	0.17
7-9	0.09
39-118	0.1
52-112	0.4
114-119	0.07
45-55	0.14
78-99	0.14
34-66	0.14
36-117	0.18
52-132	0.17
6-27	0.23
108-119	0.12
63-145	0.36
70-139	0.16
2-151	0.06
27-159	0.16
43-66	0.41
136-150	1.14
120-148	0.22
79-121	0.21
10-120	0.14
27-51	0.17
93-108	0.13
13-130	0.03
5-28	0.11
15-46	0.15
13-101	0.02
86-107	0.13
41-76	0.14
15-138	0.09
79-148	0.07
49-86	0.08
36-96	0.1
42-76	0.09
20-120	0.17
41-51	0.16
20-159	0.08
26-40	0.09
3-62	0.44
78-113	0.69
10-49	0.09
112-124	0.07
40-113	0.12
30-145	0.25
44-134	0.12
54-117	0.07
9-148	0.06
9-78	0.06
38-70	0.07
124-132	0.27
3-14	0.13
31-159	0.18
15-114	0.08
63-107	0.08
47-97	0.07
43-83	0.07
16-126	0.23
49-118	0.1
33-35	0.2
33-140	0.24
72-125	0.39
6-139	0.06
53-117	0.08
45-139	0.12
117-139	0.08
81-126	0.07
122-146	0.17
49-107	0.28
78-107	0.22
9-96	0.22
13-131	0.07
104-148	0.19
36-47	0.2
17-158	0.14
36-112	0.5
41-97	0.31
54-148	0.16
3-109	0.14
57-136	0.38
134-155	0.05
28-36	0.12
51-134	0.15
113-122	0.18
15-99	0.06
69-139	0.08
38-148	0.76
17-156	0.06
97-158	0.07
20-66	0.4
38-137	0.24
55-98	0.16
30-40	0.61
60-98	0.08
61-122	0.08
49-63	0.16
63-78	0.09
82-84	0.09
63-108	0.05
93-152	0.5
81-91	0.17
120-155	0.18
5-70	0.18
95-148	0.07
37-143	0.26
41-140	0.27
27-66	0.08
17-148	0.29
15-53	0.26
41-83	0.35
34-84	0.3
28-31	0.34
43-70	0.54
98-140	0.16
55-112	0.16
95-159	0.16
30-32	0.44
69-113	0.09
66-159	0.42
5-140	0.07
53-122	0.15
43-55	0.1
117-140	0.08
85-115	0.34
35-41	0.08
7-84	0.07
79-149	0.08
84-102	0.19
4-67	0.11
44-138	0.08
61-120	0.31
27-43	0.17
87-92	1.4
3-152	0.15
119-144	0.63
9-109	0.06
15-153	0.09
41-113	0.18
15-141	0.08
104-152	0.1
35-67	0.08
47-70	0.32
118-134	0.17
55-85	0.44
4-93	0.18
1-2	0.03
81-82	0.21
69-91	0.19
4-22	0.11
43-122	0.29
27-117	0.15
29-84	0.08
97-139	0.06
20-61	0.5
22-64	0.74
31-146	0.94
22-45	0.13
132-135	0.07
69-101	0.07
9-156	0.06
58-92	0.36
11-37	0.86
16-141	0.08
66-79	0.08
117-119	0.16
16-105	0.14
36-51	0.45
98-122	0.21
34-134	0.14
17-154	0.15
94-123	0.07
30-105	0.07
4-157	0.08
33-53	0.07
2-135	0.08
29-95	0.16
28-95	0.11
21-79	0.15
70-78	0.09
36-55	0.11
41-95	0.1
1-25	0.03
40-78	0.59
10-31	0.06
64-70	0.07
40-120	0.13
19-75	0.67
28-45	0.22
7-16	0.59
41-138	0.61
108-138	1.43
30-155	0.15
104-154	0.06
67-139	0.17
93-149	0.06
120-137	0.25
40-119	0.25
23-63	0.43
22-63	0.22
41-159	0.07
10-124	0.05
148-155	0.11
26-76	0.33
17-49	0.21
16-115	0.13
53-140	0.31
6-108	0.07
22-26	0.09
5-38	0.07
5-112	0.17
29-113	0.14
68-125	0.7
6-22	0.06
5-99	0.08
10-105	0.05
46-107	0.21
35-55	0.09
6-157	0.46
9-158	0.09
107-158	0.08
13-57	0.01
61-95	0.21
20-41	0.14
32-122	0.19
95-140	0.35
36-38	0.19
40-155	0.14
105-145	0.31
4-134	0.13
39-84	0.17
10-159	0.11
105-119	0.07
114-132	0.17
76-157	0.43
71-136	0.34
9-124	0.07
17-149	0.05
23-95	0.07
32-79	0.08
67-70	0.11
93-159	0.12
60-104	0.1
96-118	0.11
21-85	0.22
33-145	0.25
81-101	0.07
118-152	0.64
4-104	0.04
12-13	0.05
118-124	0.26
38-41	0.2
27-78	0.11
39-134	0.08
45-63	0.14
20-67	0.25
34-53	0.13
53-138	0.07
78-98	0.13
39-155	0.09
16-102	0.08
6-95	0.1
32-145	0.24
123-154	0.09
23-51	0.25
60-63	0.12
5-138	0.24
40-85	0.33
122-140	0.4
23-34	0.39
29-34	0.16
32-34	0.21
54-124	0.14
61-70	0.15
76-144	0.15
47-86	0.13
16-44	0.07
29-117	0.11
49-98	0.1
93-141	1.34
46-91	0.23
107-139	0.09
84-152	0.6
25-128	0.23
124-134	0.53
42-69	0.09
45-51	0.15
54-152	0.1
28-49	0.12
44-53	0.27
28-64	0.5
84-149	0.19
33-43	0.35
23-41	0.35
38-63	0.25
20-30	0.91
47-155	0.13
76-101	0.08
98-155	0.31
112-120	0.44
61-107	0.16
23-98	0.44
23-28	0.17
63-140	0.13
32-38	0.08
36-86	0.18
21-27	0.57
98-99	0.9
25-91	0.03
2-48	0.08
30-139	0.26
6-149	0.16
49-53	0.75
2-7	0.03
60-140	0.99
85-109	0.58
41-45	0.87
35-155	0.19
27-157	0.54
36-64	0.08
120-159	0.08
69-116	0.06
5-26	1.08
49-79	0.09
45-79	0.27
113-140	0.32
5-23	0.06
99-138	0.08
41-61	0.27
17-62	0.38
33-36	0.19
97-105	0.13
16-149	0.16
36-113	0.23
56-81	0.07
35-63	0.09
44-155	0.13
30-140	0.54
22-117	0.21
9-152	0.3
20-134	0.22
17-152	0.24
16-121	0.22
14-15	0.52
117-122	0.35
38-83	0.06
31-114	0.07
66-139	0.14
95-115	0.33
114-118	0.13
14-95	0.15
39-44	0.16
6-113	0.12
95-137	0.07
75-129	2.19
34-41	0.14
81-116	0.08
17-114	0.09
27-38	0.16
4-122	0.11
23-140	0.47
84-100	0.32
79-139	0.1
29-63	0.23
53-93	0.14
6-36	0.13
134-138	0.5
47-98	0.24
29-47	0.4
33-47	0.33
20-97	0.08
22-120	0.36
132-144	0.14
20-149	0.24
31-80	0.12
105-118	0.05
53-159	0.07
2-102	0.03
40-108	0.07
21-137	0.07
26-43	0.09
32-137	0.07
60-138	0.1
70-144	0.1
15-56	0.08
82-85	0.2
33-41	0.08
2-130	0.06
44-47	0.1
82-123	0.12
81-115	0.1
21-139	0.49
22-35	0.12
22-34	0.3
121-122	0.41
95-157	0.06
137-139	0.4
60-69	0.18
86-139	0.14
23-38	0.09
81-144	0.07
91-104	0.12
63-85	0.07
32-113	0.35
91-107	0.17
14-145	0.12
39-60	0.45
118-141	0.22
46-121	0.16
79-105	0.19
98-157	0.09
5-46	0.11
20-95	0.16
44-148	0.18
119-152	0.08
36-114	0.08
33-146	0.07
113-124	0.08
85-101	0.08
97-133	0.08
61-119	0.07
34-99	0.07
53-86	0.07
17-80	0.07
36-99	0.13
64-93	0.07
23-114	0.35
120-149	0.42
1-84	0.34
104-108	0.12
30-46	0.11
34-122	0.12
27-67	0.22
4-159	0.3
45-123	0.08
22-138	0.15
81-152	0.13
67-95	0.07
38-91	0.13
32-152	0.24
15-48	0.15
9-144	0.23
98-105	0.08
14-70	0.07
86-145	0.19
64-122	0.12
15-116	0.09
38-145	0.1
2-72	0.04
23-124	0.55
86-144	0.53
22-144	0.16
36-141	0.08
43-63	0.32
28-34	0.15
14-69	0.07
98-145	0.13
55-117	0.11
70-82	0.07
5-120	0.07
67-117	0.07
29-49	0.12
123-124	0.1
34-70	0.29
31-140	0.52
36-98	0.76
79-86	0.16
112-119	0.08
35-104	0.06
5-95	0.07
35-82	0.22
122-158	0.19
41-64	0.16
78-148	0.14
38-60	0.08
97-141	0.06
16-42	0.07
36-124	0.05
86-91	0.09
25-65	0.05
64-79	0.13
39-46	0.63
38-115	0.09
99-121	0.08
67-145	0.24
23-138	0.22
84-96	0.08
4-32	0.16
6-79	0.14
137-155	0.08
40-98	0.19
69-82	0.27
86-148	0.17
91-155	0.11
36-60	0.57
93-120	0.16
33-63	0.09
30-33	0.14
15-52	0.06
119-140	0.31
67-69	0.3
22-38	0.08
30-35	0.08
2-59	0.14
85-133	0.06
28-148	0.09
39-86	0.07
44-45	0.27
10-41	0.18
104-158	0.06
55-139	0.08
9-126	0.06
36-91	0.1
46-78	0.12
17-94	0.05
40-139	0.17
84-114	0.08
32-35	0.19
18-37	1.47
21-44	0.36
22-30	0.3
104-157	0.06
33-98	0.46
4-28	0.13
28-51	0.18
95-114	0.11
47-159	0.09
53-155	0.3
27-60	0.67
10-93	0.04
64-123	0.16
13-77	0.03
60-81	0.32
25-52	0.14
26-93	0.25
144-155	0.26
62-76	0.23
38-67	0.19
54-154	0.06
100-123	0.06
5-6	0.15
7-107	0.07
14-31	0.06
97-126	0.05
107-153	0.06
42-97	0.07
7-104	0.16
76-100	0.08
118-149	0.06
134-157	0.37
50-123	0.07
30-148	0.05
7-85	0.06
30-49	0.09
20-60	0.11
25-131	0.04
86-124	0.1
81-135	0.07
70-158	0.06
61-145	0.06
44-60	0.1
21-157	0.17
71-125	0.17
80-104	0.07
28-157	0.05
85-126	0.06
15-156	0.05
26-159	0.06
42-85	0.07
115-118	0.07
23-105	0.11
21-105	0.03
118-121	0.05
29-96	0.13
49-113	0.23
10-14	0.07
35-66	0.12
26-44	0.1
96-122	0.13
82-118	0.12
47-124	0.1
34-137	0.16
6-66	0.08
49-117	0.15
76-94	0.07
51-157	0.1
43-96	0.28
31-116	0.08
41-66	0.15
47-146	0.06
49-67	0.11
98-121	0.09
76-151	0.08
55-66	0.09
81-151	0.08
44-124	0.06
61-67	0.07
36-152	0.09
15-110	0.24
14-32	0.07
53-66	0.14
136-151	0.35
52-98	0.08
29-82	0.13
29-114	0.1
149-159	0.07
53-137	0.18
22-52	0.22
62-81	0.31
39-45	0.15
53-124	0.17
133-134	0.19
6-64	0.08
23-152	0.15
51-121	0.13
30-52	0.31
32-144	0.17
98-133	0.26
93-101	0.18
134-153	0.07
28-158	0.32
117-121	0.15
14-20	0.17
49-148	0.1
33-154	0.06
34-52	0.12
55-91	0.11
6-114	0.12
44-121	0.07
64-108	0.08
33-152	0.2
7-86	0.07
7-23	0.08
31-50	0.13
38-52	0.1
41-121	0.09
21-102	0.09
48-107	0.07
97-103	0.06
48-104	0.19
44-114	0.08
101-118	0.26
138-158	0.07
41-46	0.26
83-158	0.12
4-108	0.15
113-117	0.13
80-123	0.1
117-120	0.09
2-88	0.04
36-66	0.11
43-53	0.28
6-40	0.07
134-148	0.07
45-122	0.12
36-137	0.09
55-120	0.11
5-51	0.07
97-153	0.07
69-109	0.08
67-159	0.08
53-139	0.16
53-113	0.3
20-53	0.16
5-117	0.07
38-53	0.09
29-78	0.13
107-141	0.07
28-78	0.11
61-86	0.08
91-112	0.09
22-61	0.07
1-123	0.06
60-139	0.25
27-105	0.08
122-137	0.07
85-153	0.06
21-124	0.08
78-145	0.11
22-124	0.06
1-81	0.08
4-61	0.08
119-121	0.08
86-105	0.1
51-78	0.08
65-125	0.2
13-142	0.01
26-99	0.26
25-90	0.07
46-61	0.13
10-115	0.05
140-148	0.08
78-140	0.09
93-144	0.09
22-146	0.06
69-156	0.06
27-91	0.13
79-115	0.08
23-149	0.09
56-107	0.19
70-102	0.08
70-153	0.1
53-60	0.15
115-134	0.29
124-139	0.08
14-134	0.08
117-137	0.08
38-124	0.08
138-157	0.23
20-124	0.07
49-55	0.12
91-122	0.22
66-67	0.2
79-144	0.08
61-108	0.08
39-53	0.11
28-115	0.1
84-156	0.09
5-39	0.07
20-96	0.13
87-129	0.31
9-73	0.06
21-82	0.25
85-135	0.1
102-119	0.12
63-121	0.11
22-114	0.15
132-150	0.15
94-97	0.12
152-155	0.23
41-146	0.14
86-154	0.19
55-146	0.16
47-115	0.16
70-100	0.18
64-117	0.4
30-154	0.15
4-52	0.14
46-52	0.21
2-142	0.06
63-152	0.12
30-144	0.17
1-70	0.16
82-139	0.19
39-78	0.12
38-114	0.07
25-57	0.03
15-103	0.07
44-115	0.17
89-123	0.06
20-52	0.15
37-59	0.56
124-148	0.18
84-151	0.09
26-157	0.11
29-116	0.09
40-114	0.08
133-145	0.09
36-80	0.18
122-141	0.08
85-110	0.18
21-133	0.82
45-96	0.75
138-144	0.63
46-60	0.1
26-63	0.08
98-137	0.08
15-80	0.08
93-115	0.21
112-140	0.42
63-79	0.27
30-95	0.18
15-67	0.09
39-140	0.82
44-93	0.31
21-155	0.17
54-157	0.07
78-86	0.08
30-34	0.3
139-145	0.31
76-133	0.2
40-138	0.07
18-92	0.44
20-40	0.52
33-61	0.11
80-107	0.11
14-119	0.08
64-95	0.14
27-82	0.23
79-133	0.31
113-152	0.1
70-122	0.42
66-95	0.07
103-136	0.37
20-44	0.14
4-5	0.19
22-60	0.13
55-140	0.08
35-108	0.06
27-148	0.19
7-97	0.12
96-112	0.08
61-134	0.06
10-149	0.04
45-120	0.14
99-155	0.31
115-123	0.27
23-40	0.13
85-149	0.73
64-104	0.38
30-38	0.31
14-107	0.64
38-43	0.19
51-53	0.15
60-86	0.07
79-137	0.08
52-54	0.12
85-152	0.07
67-99	0.21
9-110	0.07
6-63	0.22
55-83	0.31
80-134	0.32
67-113	0.13
44-117	0.06
97-102	0.19
41-44	0.16
10-157	0.04
108-139	0.07
134-137	0.13
43-60	0.14
26-122	0.09
118-154	0.11
20-55	0.07
30-157	0.3
4-26	0.08
28-137	0.09
61-104	0.34
3-133	0.1
10-99	0.11
27-47	0.23
32-78	0.08
33-45	0.09
78-122	0.21
9-101	0.09
5-40	0.07
93-153	0.08
73-132	0.07
119-133	0.07
31-126	0.08
64-145	0.14
22-115	0.08
31-86	0.22
35-54	0.3
10-36	0.19
39-81	0.99
16-78	0.41
125-143	2.1
36-46	0.24
9-80	0.06
21-49	0.1
32-39	0.11
66-98	0.08
22-148	0.06
22-78	0.19
102-104	0.15
105-134	0.34
66-117	0.14
121-155	0.16
