93-99	0.17
76-79	0.06
55-84	0.07
17-157	0.31
54-119	0.23
2-82	0.07
117-123	0.17
17-139	0.04
33-132	0.17
32-97	0.18
44-123	0.17
97-122	0.22
16-43	0.23
22-83	0.25
70-119	0.28
104-159	0.22
53-132	0.29
40-97	0.27
44-83	0.34
33-84	0.24
104-140	0.22
23-79	0.07
9-67	0.09
76-121	0.14
60-76	0.31
44-107	0.33
23-31	0.42
22-31	0.51
15-45	0.29
6-69	0.07
108-132	0.05
10-30	0.17
3-154	0.07
3-4	0.21
10-98	0.12
132-155	0.05
17-122	0.04
15-95	0.06
28-76	0.08
85-93	0.07
74-125	0.33
52-123	0.17
107-157	0.13
38-79	0.23
41-118	0.23
17-52	0.05
3-153	0.12
85-113	0.54
5-97	1.12
132-159	0.19
84-139	0.39
53-97	0.32
31-122	0.8
41-85	0.16
61-81	0.12
81-105	0.07
32-134	0.26
44-84	0.28
66-76	0.22
23-112	0.27
70-138	0.22
16-67	0.06
30-118	0.22
60-84	0.22
132-149	0.18
27-81	0.07
54-55	0.19
81-157	0.19
37-92	0.33
47-69	0.15
17-55	0.09
51-97	0.07
29-79	0.09
15-22	0.22
84-118	0.19
33-81	0.18
69-122	0.22
113-132	0.2
24-136	0.88
76-137	0.1
28-43	0.45
17-44	0.08
76-117	0.15
27-31	0.07
5-93	0.2
14-132	0.11
21-145	0.24
16-91	0.19
53-54	0.28
36-122	0.19
45-107	0.59
26-81	0.39
10-86	0.07
29-36	0.19
46-118	0.34
86-155	0.19
119-120	0.16
132-134	0.05
10-16	0.04
31-85	0.05
9-95	0.06
27-54	0.07
36-70	0.63
107-113	0.34
31-117	0.07
31-98	0.57
93-155	0.14
53-84	0.1
2-100	0.06
70-117	0.08
20-31	0.23
31-46	0.1
13-150	0.01
40-132	0.1
63-83	0.06
25-115	0.04
20-107	0.17
39-104	0.11
44-97	0.07
16-55	0.07
27-32	0.26
69-124	0.28
15-157	0.2
83-137	0.27
49-97	0.32
118-145	0.2
64-81	0.15
113-118	0.49
85-148	0.15
97-118	0.07
15-79	0.06
16-95	0.06
107-119	0.07
28-132	0.07
6-107	0.18
10-122	0.12
43-119	0.14
66-123	0.26
54-139	0.49
95-98	0.18
6-31	0.06
35-93	0.05
17-96	0.17
21-119	0.09
76-124	0.07
2-144	0.07
16-113	0.74
13-50	0.02
2-73	0.04
113-134	0.12
25-121	0.07
4-10	0.14
99-112	0.17
64-76	0.19
99-119	0.15
20-119	0.19
10-22	0.18
99-107	0.17
51-104	0.15
34-112	0.33
9-146	0.1
119-139	0.15
22-36	0.13
31-44	0.16
86-95	0.09
3-52	0.06
16-124	0.22
20-93	0.3
13-103	0.01
10-95	0.13
28-93	0.22
76-96	0.08
93-140	0.07
46-112	0.11
28-79	0.23
98-118	0.1
23-33	0.13
54-137	0.11
27-44	0.2
34-155	0.14
44-54	0.1
27-36	0.08
86-112	0.06
5-9	0.19
5-83	0.3
27-29	0.25
6-112	0.15
29-98	0.18
10-35	0.13
104-138	0.26
107-117	0.25
84-93	0.07
45-54	0.24
29-112	0.39
118-119	0.22
53-70	0.35
97-124	0.17
125-129	0.65
30-83	0.21
17-30	0.04
34-93	0.08
36-95	0.11
67-104	0.07
6-93	0.34
51-118	0.36
34-119	0.4
29-155	0.23
32-155	0.27
15-39	0.08
31-138	0.08
10-23	0.06
49-69	0.13
51-93	0.23
70-159	0.07
22-98	0.22
134-145	0.17
49-85	0.2
15-149	0.59
27-140	0.23
10-28	0.2
39-97	0.27
66-97	0.18
6-104	0.19
95-97	0.06
4-36	0.12
107-137	0.14
21-29	0.2
70-86	0.21
10-119	0.17
17-26	0.29
32-107	0.16
63-76	0.06
46-123	0.06
79-83	0.07
16-23	0.1
132-137	0.11
60-83	0.07
13-154	0.01
27-76	0.07
27-132	0.06
98-123	0.05
125-127	1.31
46-85	0.8
34-104	0.14
84-113	0.37
51-98	0.42
22-47	0.25
29-145	0.23
15-91	0.17
22-43	0.37
21-51	0.33
28-46	0.25
60-85	0.14
36-63	0.33
107-148	0.26
70-134	0.06
79-145	0.12
14-123	0.32
35-79	0.24
28-86	0.21
33-134	0.16
84-98	0.05
36-54	0.41
6-9	0.05
23-104	0.03
67-76	0.06
13-100	0.01
29-104	0.04
35-123	0.13
4-132	0.19
93-118	0.27
70-98	0.34
16-53	0.43
27-85	0.22
38-85	0.25
16-45	0.33
119-134	0.23
81-148	0.21
49-70	0.18
29-140	0.34
32-70	0.6
2-126	0.16
54-99	0.21
93-122	0.13
79-112	0.29
123-148	0.2
20-84	0.29
27-122	0.19
113-119	0.26
26-85	0.14
46-54	0.29
79-99	0.25
29-30	0.2
21-104	0.03
16-159	0.05
9-44	0.06
117-132	0.1
107-122	0.09
16-34	0.06
41-81	0.07
1-13	0.01
15-38	0.07
28-134	0.29
20-112	0.29
69-157	0.13
16-96	0.14
25-96	0.03
44-132	0.06
46-69	0.15
9-20	0.34
21-84	0.2
3-49	0.22
16-41	0.22
123-158	0.17
21-120	0.56
84-146	0.19
85-117	0.2
21-54	0.1
63-81	0.07
16-155	0.18
23-69	0.29
47-132	0.23
79-104	0.25
81-139	0.1
67-119	0.2
36-40	0.24
108-112	0.24
25-156	0.09
43-86	0.1
30-63	0.31
29-139	0.39
88-136	0.5
55-95	0.19
69-118	0.22
107-112	0.08
118-120	0.22
29-32	0.2
51-95	0.21
91-123	0.27
43-84	0.34
13-94	0.04
22-70	1.04
84-138	0.3
10-118	0.27
35-95	0.18
32-86	0.19
95-138	0.13
27-33	0.15
49-76	0.23
34-107	0.2
16-30	0.19
85-108	0.15
23-32	0.34
69-96	0.43
97-146	0.12
10-33	0.11
119-159	0.08
98-139	0.41
40-134	0.15
10-108	0.09
106-136	0.52
69-121	0.08
20-155	0.51
16-52	0.52
4-145	0.11
23-132	0.06
32-76	0.06
36-139	0.29
4-155	0.16
47-134	0.15
95-99	0.63
64-69	0.17
6-54	0.23
5-104	0.05
3-91	0.09
67-107	0.82
31-43	0.4
15-26	0.42
31-51	0.15
112-117	0.18
21-28	0.23
45-70	0.54
69-149	0.12
23-30	0.21
31-45	0.28
28-30	0.24
27-99	0.27
9-115	0.13
29-46	0.23
32-84	0.12
4-47	0.48
46-81	0.57
22-104	0.03
28-85	0.06
25-64	0.03
47-79	0.23
34-86	0.07
79-108	0.11
31-63	0.29
20-85	0.25
26-132	0.22
53-83	0.31
35-84	0.16
21-31	0.36
85-159	0.21
95-119	0.25
35-119	0.2
36-43	0.32
121-132	0.12
28-63	0.18
31-60	0.24
63-122	0.19
55-70	0.34
49-132	0.24
66-81	0.39
25-133	0.03
9-39	0.07
95-134	0.11
60-107	0.18
28-118	0.21
132-157	0.19
19-37	2.01
15-117	0.05
23-83	0.15
2-133	0.03
84-155	0.18
55-132	0.06
32-104	0.03
47-83	0.07
17-53	0.04
16-117	0.05
93-119	0.06
97-159	0.05
38-97	0.06
83-113	0.07
27-119	0.26
29-119	0.07
15-121	0.3
66-70	0.34
51-63	0.44
25-50	0.09
96-104	0.09
122-138	0.15
10-47	0.15
21-134	0.2
118-139	0.14
23-70	0.13
25-154	0.07
36-120	0.44
67-112	0.26
27-34	0.2
136-142	0.9
55-123	0.12
113-145	0.46
83-140	0.07
20-76	0.19
9-51	0.26
6-76	0.19
83-99	0.08
32-81	0.06
3-44	0.05
43-123	0.08
45-69	0.32
25-158	0.14
26-70	0.19
86-119	0.06
27-95	0.09
40-104	0.08
27-79	0.14
105-123	0.12
123-146	0.11
44-70	0.26
25-102	0.36
16-26	0.06
28-47	0.16
3-158	0.18
32-98	0.46
86-98	0.11
17-64	0.48
55-107	0.3
21-43	0.4
122-155	0.19
22-118	0.27
47-93	0.46
16-137	0.27
51-112	0.33
83-139	0.07
83-138	0.06
31-95	0.07
36-53	0.1
107-138	0.09
123-137	0.17
