3-119	4.090	0.000	0.050	0.0	100.00	100.00	0.000	1
104-15	4.780	0.000	0.010	0.0	100.00	100.00	0.000	1
81-84	8.180	0.000	0.300	0.0	100.00	100.00	0.000	1
123-70	6.210	0.000	0.090	0.0	100.00	100.00	0.000	1
132-54	6.080	0.000	0.130	0.0	100.00	100.00	0.000	1
104-69	3.330	0.000	0.060	0.0	100.00	100.00	0.000	1
2-108	3.800	0.000	0.060	0.0	100.00	100.00	0.000	1
2-53	3.880	0.000	0.070	0.0	100.00	100.00	0.000	1
25-63	4.680	0.000	0.020	0.0	100.00	100.00	0.000	1
17-70	4.370	0.000	0.040	0.0	100.00	100.00	0.000	1
25-30	3.870	0.000	0.080	0.0	100.00	100.00	0.000	1
25-134	10.960	0.000	0.050	0.0	100.00	100.00	0.000	1
3-10	3.230	0.000	0.050	0.0	100.00	100.00	0.000	1
76-70	4.600	0.000	0.080	0.0	100.00	100.00	0.000	1
3-118	4.010	0.000	0.070	0.0	100.00	100.00	0.000	1
2-67	6.690	0.000	0.040	0.0	100.00	100.00	0.000	1
16-83	10.970	0.000	0.060	0.0	100.00	100.00	0.000	1
25-43	3.930	0.000	0.050	0.0	100.00	100.00	0.000	1
17-31	3.510	0.000	0.170	0.0	100.00	100.00	0.000	1
2-40	10.640	0.000	0.040	0.0	100.00	100.00	0.000	1
97-83	9.080	0.000	0.060	0.0	100.00	100.00	0.000	1
104-16	7.220	0.000	0.060	0.0	100.00	100.00	0.000	1
15-85	6.370	0.000	0.050	0.0	100.00	100.00	0.000	1
123-31	5.620	0.000	0.050	0.0	100.00	100.00	0.000	1
81-70	5.160	0.000	0.040	0.0	100.00	100.00	0.000	1
69-84	5.390	0.000	0.050	0.0	100.00	100.00	0.000	1
13-149	1.230	0.000	0.020	0.0	100.00	100.00	0.000	1
13-96	1.370	0.000	0.010	0.0	100.00	100.00	0.000	1
15-83	12.080	0.000	0.150	0.0	100.00	100.00	0.000	1
97-85	5.060	0.000	0.040	0.0	100.00	100.00	0.000	1
9-54	5.310	0.000	0.060	0.0	100.00	100.00	0.000	1
16-85	7.160	0.000	0.080	0.0	100.00	100.00	0.000	1
25-51	3.650	0.000	0.040	0.0	100.00	100.00	0.000	1
3-112	8.300	0.000	0.060	0.0	100.00	100.00	0.000	1
25-46	3.410	0.000	0.050	0.0	100.00	100.00	0.000	1
16-84	7.160	0.000	0.040	0.0	100.00	100.00	0.000	1
16-54	4.800	0.000	0.040	0.0	100.00	100.00	0.000	1
